Date,High,Low,Open,Close,Volume,Adj Close
2017-08-18,91.54000091552734,90.19000244140625,90.30999755859375,90.73999786376953,13040700.0,80.0238037109375
2017-08-21,90.94000244140625,90.16000366210938,90.8499984741211,90.62999725341797,11502100.0,79.9267807006836
2017-08-22,91.70999908447266,91.0,91.06999969482422,91.55999755859375,9211800.0,80.7469482421875
2017-08-23,92.33999633789062,90.83999633789062,90.87000274658203,91.66999816894531,8811300.0,80.84394073486328
2017-08-24,92.12000274658203,91.41000366210938,91.93000030517578,91.5199966430664,8623200.0,80.71167755126953
2017-08-25,92.4800033569336,91.80000305175781,91.87999725341797,91.88999938964844,11794600.0,81.03797149658203
2017-08-28,92.19000244140625,91.12999725341797,92.16000366210938,91.5999984741211,7292900.0,80.7822265625
2017-08-29,91.30999755859375,90.30999755859375,90.44999694824219,91.0999984741211,10886100.0,80.34127807617188
2017-08-30,91.87999725341797,91.19000244140625,91.25,91.30999755859375,9165300.0,80.52647399902344
2017-08-31,91.8499984741211,90.80000305175781,91.80999755859375,90.88999938964844,13217400.0,80.15608215332031
2017-09-01,92.36000061035156,90.94999694824219,91.25,91.69999694824219,9815800.0,80.87041473388672
2017-09-05,91.11000061035156,89.0199966430664,91.0199966430664,89.51000213623047,16897300.0,78.93905639648438
2017-09-06,90.5199966430664,89.63999938964844,90.0,90.11000061035156,11845700.0,79.46818542480469
2017-09-07,90.12999725341797,88.08000183105469,90.11000061035156,88.52999877929688,14592300.0,78.07477569580078
2017-09-08,89.41999816894531,88.23999786376953,88.30999755859375,88.41999816894531,14242200.0,77.977783203125
2017-09-11,90.25,88.94999694824219,89.38999938964844,89.79000091552734,13219000.0,79.18598937988281
2017-09-12,91.25,90.0999984741211,90.16999816894531,90.88999938964844,14003800.0,80.15608215332031
2017-09-13,91.5,90.31999969482422,90.61000061035156,91.1500015258789,12485400.0,80.38538360595703
2017-09-14,91.52999877929688,90.73999786376953,91.19999694824219,90.97000122070312,10562800.0,80.22663879394531
2017-09-15,91.70999908447266,90.76000213623047,91.08000183105469,91.62000274658203,18171800.0,80.79986572265625
2017-09-18,93.13999938964844,91.8499984741211,91.93000030517578,92.91999816894531,11318700.0,81.94634246826172
2017-09-19,94.36000061035156,92.5199966430664,92.70999908447266,93.94000244140625,12626100.0,82.84587097167969
2017-09-20,95.29000091552734,93.70999908447266,94.0999984741211,94.5999984741211,15311600.0,83.42793273925781
2017-09-21,95.37000274658203,94.19000244140625,94.45999908447266,95.02999877929688,10851500.0,83.80715942382812
2017-09-22,94.9800033569336,94.43000030517578,94.69999694824219,94.83000183105469,8358300.0,83.63079071044922
2017-09-25,94.87999725341797,93.44999694824219,94.51000213623047,94.12000274658203,10463400.0,83.00463104248047
2017-09-26,94.02999877929688,93.33999633789062,93.77999877929688,93.69999694824219,9358100.0,82.63421630859375
2017-09-27,95.72000122070312,94.58000183105469,94.97000122070312,95.18000030517578,15090200.0,83.939453125
2017-09-28,95.87999725341797,94.91000366210938,95.58999633789062,95.37999725341797,10270400.0,84.1158218383789
2017-09-29,95.5199966430664,95.0199966430664,95.30000305175781,95.51000213623047,11438400.0,84.23046112060547
2017-10-02,96.87999725341797,95.45999908447266,95.7699966430664,96.83999633789062,13797200.0,85.40339660644531
2017-10-03,97.43000030517578,96.7699966430664,96.83000183105469,97.3499984741211,9633500.0,85.85316467285156
2017-10-04,97.44000244140625,96.27999877929688,97.30000305175781,96.36000061035156,12166600.0,84.98009490966797
2017-10-05,97.4000015258789,95.55000305175781,96.0,97.08999633789062,14236200.0,86.12438201904297
2017-10-06,97.63999938964844,96.47000122070312,97.55000305175781,96.91999816894531,10231900.0,85.97359466552734
2017-10-09,97.06999969482422,96.13999938964844,96.95999908447266,96.41000366210938,7765100.0,85.52117919921875
2017-10-10,97.18000030517578,96.23999786376953,96.45999908447266,97.12999725341797,10631500.0,86.15987396240234
2017-10-11,97.01000213623047,96.13999938964844,96.83000183105469,96.83999633789062,14283600.0,85.90261840820312
2017-10-12,97.5,95.62000274658203,97.30000305175781,95.98999786376953,18251600.0,85.14861297607422
